id_peli,title,word_bag
13127,Spl: Kill Zone,Spl: Kill Zone  Drama Action Crime Thriller WilsonYip WilsonYip
37725,It'S A Boy Girl Thing,It'S A Boy Girl Thing  Comedy Fantasy Romance NickHurran NickHurran
13517,The Ugly Duckling And Me!,The Ugly Duckling And Me!  Animation Comedy Family MichaelHegner KarstenKiilerich MichaelHegner KarstenKiilerich
22105,Danika,Danika  Drama Thriller Horror ArielVromen ArielVromen
2016,Days Of Glory,Days Of Glory  Drama History War RachidBouchareb RachidBouchareb
9958,Trailer Park Boys: The Movie,Trailer Park Boys: The Movie TrailerParkBoysCollection Comedy MikeClattenburg MikeClattenburg
1250,Ghost Rider,Ghost Rider GhostRiderCollection Fantasy Action Thriller Horror MarkStevenJohnson MarkStevenJohnson
4169,Breach,Breach  Drama Crime Thriller History BillyRay BillyRay
16555,Daddy'S Little Girls,Daddy'S Little Girls  Comedy Romance Drama TylerPerry TylerPerry
11172,Music And Lyrics,Music And Lyrics  Comedy Romance Music MarcLawrence MarcLawrence
3594,The Number 23,The Number 23  Drama Thriller Mystery JoelSchumacher JoelSchumacher
10090,Reno 911!: Miami,Reno 911!: Miami  Comedy Adventure Action Crime BenGarant BenGarant
7874,Black Snake Moan,Black Snake Moan  Drama CraigBrewer CraigBrewer
14845,Gray Matters,Gray Matters  Comedy Romance SueKramer SueKramer
13393,My Father And My Son,My Father And My Son  Comedy Drama ÇağanIrmak ÇağanIrmak
40394,Salon Kitty,Salon Kitty  Drama TintoBrass TintoBrass
17919,Human Trafficking,Human Trafficking  Drama ChristianDuguay ChristianDuguay
13185,Kidulthood,Kidulthood KidulthoodCollection Drama MenhajHuda MenhajHuda
26655,Like Mike 2: Streetball,Like Mike 2: Streetball LikeMikeCollection Comedy Family Drama DavidNelson DavidNelson
22172,Street Trash,Street Trash  Comedy Horror JamesMuro JamesMuro
4638,Hot Fuzz,Hot Fuzz  Comedy Action Crime EdgarWright EdgarWright
11841,The 36Th Chamber Of Shaolin,The 36Th Chamber Of Shaolin  Adventure Action LiuChia-Liang LiuChia-Liang
9695,Karla,Karla  Drama Crime Thriller JoelBender JoelBender
24653,The Consequences Of Love,The Consequences Of Love  Drama Crime PaoloSorrentino PaoloSorrentino
1993,Golden Door,Golden Door  Romance Drama History EmanueleCrialese EmanueleCrialese
12554,Citizen X,Citizen X  Drama Crime History ChrisGerolmo ChrisGerolmo
26598,Cats,Cats  Music DavidMallet DavidMallet
1738,Next,Next  Action Thriller Science Fiction LeeTamahori LeeTamahori
15163,Amazing Grace,Amazing Grace  Drama MichaelApted MichaelApted
14375,Romanzo Criminale,Romanzo Criminale  Drama MichelePlacido MichelePlacido
10845,2001 Maniacs,2001 Maniacs 2001ManiacsCollection Comedy Horror TimSullivan TimSullivan
31659,Wise Guys,Wise Guys  Comedy Crime BrianDePalma BrianDePalma
15582,Teen Wolf Too,Teen Wolf Too TeenWolfCollection Comedy Family Fantasy ChristopherLeitch ChristopherLeitch
11330,Pusher Iii: I'M The Angel Of Death,Pusher Iii: I'M The Angel Of Death PusherCollection Action Crime Thriller NicolasWindingRefn NicolasWindingRefn
10942,Babylon 5: The Gathering,Babylon 5: The Gathering Babylon5Collection Adventure Action Science Fiction RichardCompton RichardCompton
7006,White Noise 2: The Light,White Noise 2: The Light WhiteNoiseCollection Fantasy Drama Thriller Horror PatrickLussier PatrickLussier
11199,Wild Hogs,Wild Hogs  Comedy Adventure Action WaltBecker WaltBecker
9784,Man About Town,Man About Town  Comedy Romance Drama MikeBinder MikeBinder
8965,Atlantis: Milo'S Return,Atlantis: Milo'S Return AtlantisCollection Animation Family Fantasy Action Science Fiction TadStones TobyShelton VictorCook TadStones TobyShelton VictorCook
14624,The Ultimate Gift,The Ultimate Gift TheUltimateCollection Family Romance Drama MichaelO.Sajbel MichaelO.Sajbel
1271,300,300 300Collection Adventure Action War ZackSnyder ZackSnyder
14055,Starter For 10,Starter For 10  Comedy Romance Drama TomVaughan TomVaughan
2267,The Last Mimzy,The Last Mimzy  Family Adventure RobertShaye RobertShaye
2977,Becoming Jane,Becoming Jane  Romance Drama JulianJarrold JulianJarrold
15664,Right At Your Door,Right At Your Door  Drama Thriller ChrisGorak ChrisGorak
16727,The Namesake,The Namesake  Drama MiraNair MiraNair
14434,I Think I Love My Wife,I Think I Love My Wife  Comedy Romance ChrisRock ChrisRock
11494,Wilderness,Wilderness  Action Thriller Horror MichaelJ.Bassett MichaelJ.Bassett
9963,Premonition,Premonition  Drama Thriller Mystery MenYapo MenYapo
14001,Dead Silence,Dead Silence  Horror JamesWan JamesWan
2355,Reign Over Me,Reign Over Me  Drama MikeBinder MikeBinder
7485,Shooter,Shooter  Drama Action Crime Thriller Mystery AntoineFuqua AntoineFuqua
9793,The Hills Have Eyes 2,The Hills Have Eyes 2 TheHillsHaveEyes(Reboot)Collection Thriller Horror MartinWeisz MartinWeisz
1273,Tmnt,Tmnt  Animation Comedy Family Adventure KevinMunroe KevinMunroe
4657,Jindabyne,Jindabyne  Drama Crime Thriller Mystery RayLawrence RayLawrence
19495,Nomad: The Warrior,Nomad: The Warrior  Action History War SergeiBodrovJr. IvanPasser SergeiBodrovJr. IvanPasser
10051,Avenue Montaigne,Avenue Montaigne  Comedy Romance Drama DanièleThompson DanièleThompson
9075,Black Book,Black Book  Drama Thriller War PaulVerhoeven PaulVerhoeven
43976,A Moment Of Innocence,A Moment Of Innocence  Comedy Drama Foreign MohsenMakhmalbaf MohsenMakhmalbaf
56474,Philanthropy,Philanthropy  Comedy Drama NaeCaranfil NaeCaranfil
11958,"Not For, Or Against (Quite The Contrary)","Not For, Or Against (Quite The Contrary)  Drama Crime CédricKlapisch CédricKlapisch"
20122,Damnation,Damnation  Romance Drama Crime BélaTarr BélaTarr
18437,The Darwin Awards,The Darwin Awards  Comedy Adventure Romance FinnTaylor FinnTaylor
9955,Blades Of Glory,Blades Of Glory  Comedy Drama Action JoshGordon WillSpeck JoshGordon WillSpeck
10172,Are We Done Yet?,Are We Done Yet? TheAreWeCollection Comedy Family Drama SteveCarr SteveCarr
1683,The Reaping,The Reaping  Thriller Horror StephenHopkins StephenHopkins
10107,Firehouse Dog,Firehouse Dog  Comedy Family Adventure ToddHolland ToddHolland
1267,Meet The Robinsons,Meet The Robinsons  Animation Comedy Family StephenJ.Anderson StephenJ.Anderson
22311,The Inglorious Bastards,The Inglorious Bastards  Comedy Action War EnzoG.Castellari EnzoG.Castellari
13249,Seraphim Falls,Seraphim Falls  Drama Western DavidVonAncken DavidVonAncken
1272,Sunshine,Sunshine  Thriller Science Fiction DannyBoyle DannyBoyle
1590,Copying Beethoven,Copying Beethoven  Drama AgnieszkaHolland AgnieszkaHolland
32390,Royal Palace,Royal Palace  Comedy ValérieLemercier ValérieLemercier
9903,The Hoax,The Hoax  Comedy Drama LasseHallström LasseHallström
10798,Sky Fighters,Sky Fighters  Adventure GérardPirès GérardPirès
14945,Origin: Spirits Of The Past,Origin: Spirits Of The Past  Animation Adventure Fantasy Romance Drama Action Science Fiction KeiichiSugiyama KeiichiSugiyama
11515,Goya'S Ghosts,Goya'S Ghosts  Drama MilošForman MilošForman
7183,Perfect Stranger,Perfect Stranger  Drama Crime Thriller Mystery JamesFoley JamesFoley
8271,Disturbia,Disturbia  Drama Thriller Mystery D.J.Caruso D.J.Caruso
1534,Pathfinder,Pathfinder  Adventure MarcusNispel MarcusNispel
13158,Aqua Teen Hunger Force Colon Movie Film For Theaters,Aqua Teen Hunger Force Colon Movie Film For Theaters  Animation Comedy DaveWillis MattMaiellaro DaveWillis MattMaiellaro
23397,Straight Time,Straight Time  Drama Crime UluGrosbard UluGrosbard
18777,Slow Burn,Slow Burn  Drama Crime Thriller Mystery WayneBeach WayneBeach
1407,La Vie En Rose,La Vie En Rose  Romance Drama Music OlivierDahan OlivierDahan
15534,Griffin & Phoenix,Griffin & Phoenix  Comedy Romance Drama EdStone EdStone
30694,The Resurrected,The Resurrected  Drama Horror DanO'Bannon DanO'Bannon
1441,The Contract,The Contract  Drama Action Crime Thriller BruceBeresford BruceBeresford
9843,Big Nothing,Big Nothing  Comedy Action Crime Thriller Jean-BaptisteAndrea Jean-BaptisteAndrea
18767,Island Of Fire,Island Of Fire  Drama Action Crime Thriller  
10294,Vacancy,Vacancy VacancyCollection Thriller Horror NimródAntal NimródAntal
1987,Benny'S Video,Benny'S Video  Drama Crime Horror MichaelHaneke MichaelHaneke
13067,In The Land Of Women,In The Land Of Women  Comedy Romance Drama JonKasdan JonKasdan
10111,Confetti,Confetti  Comedy Romance DebbieIsitt DebbieIsitt
1268,Mr. Bean'S Holiday,Mr. Bean'S Holiday Mr.BeanCollection Comedy Family SteveBendelack SteveBendelack
21810,Adam & Paul,Adam & Paul  Comedy Drama LennyAbrahamson LennyAbrahamson
9785,The Invisible,The Invisible  Fantasy Drama Crime Thriller Mystery DavidS.Goyer DavidS.Goyer
13280,Kickin' It Old Skool,Kickin' It Old Skool  Comedy HarveyGlazer HarveyGlazer
559,Spider-Man 3,Spider-Man 3 Spider-ManCollection Adventure Fantasy Action SamRaimi SamRaimi
1950,Lucky You,Lucky You  Romance Drama CurtisHanson CurtisHanson
13352,It'S A Very Merry Muppet Christmas Movie,It'S A Very Merry Muppet Christmas Movie  Comedy Family KirkR.Thatcher KirkR.Thatcher
20553,21 Up,21 Up TheUpSeries Documentary Foreign MichaelApted MichaelApted
13894,Sharkwater,Sharkwater  Documentary RobStewart RobStewart
37933,Tales From Earthsea,Tales From Earthsea  Animation Adventure Fantasy Science Fiction GoroMiyazaki GoroMiyazaki
14240,Maniac Cop,Maniac Cop ManiacCopCollection Action Thriller Horror WilliamLustig WilliamLustig
13574,Year Of The Dog,Year Of The Dog  Comedy Romance Drama MikeWhite MikeWhite
13569,Thr3E,Thr3E  Drama Thriller Horror RobbyHenson RobbyHenson
49081,The Rocket: The Legend Of Rocket Richard,The Rocket: The Legend Of Rocket Richard  Drama CharlesBinamé CharlesBinamé
13171,The Ex,The Ex  Comedy Romance JessePeretz JessePeretz
4977,Paprika,Paprika  Animation Drama Thriller Science Fiction Mystery SatoshiKon SatoshiKon
27904,Syndromes And A Century,Syndromes And A Century  Romance Drama ApichatpongWeerasethakul ApichatpongWeerasethakul
11705,Red Road,Red Road  Drama Thriller AndreaArnold AndreaArnold
19947,The Adventures Of Mark Twain,The Adventures Of Mark Twain  Animation Family Adventure WillVinton WillVinton
2269,Day Watch,Day Watch  Fantasy Horror TimurBekmambetov TimurBekmambetov
11798,This Is England,This Is England  Drama Crime ShaneMeadows ShaneMeadows
1919,Away From Her,Away From Her  Romance Drama SarahPolley SarahPolley
4964,Knocked Up,Knocked Up  Comedy Romance Drama JuddApatow JuddApatow
2976,Hairspray,Hairspray  Comedy Family Romance Music AdamShankman AdamShankman
8421,Zidane - A 21St Century Portrait,Zidane - A 21St Century Portrait  Documentary Foreign DouglasGordon PhilippeParreno DouglasGordon PhilippeParreno
1562,28 Weeks Later,28 Weeks Later 28Days/WeeksLaterCollection Thriller Horror Science Fiction JuanCarlosFresnadillo JuanCarlosFresnadillo
13159,Georgia Rule,Georgia Rule  Comedy Romance Drama GarryMarshall GarryMarshall
14547,Delta Farce,Delta Farce  Comedy Adventure Action C.B.Harding C.B.Harding
11205,Wheels On Meals,Wheels On Meals  Comedy Romance Action Crime SammoHung SammoHung
36676,Jonestown: The Life And Death Of Peoples Temple,Jonestown: The Life And Death Of Peoples Temple  History Documentary StanleyNelson StanleyNelson
10004,Desperation,Desperation  Fantasy Drama Thriller Horror Mystery MickGarris MickGarris
810,Shrek The Third,Shrek The Third ShrekCollection Animation Comedy Family Adventure Fantasy ChrisMiller RamanHui ChrisMiller RamanHui
5723,Once,Once  Romance Drama Music JohnCarney JohnCarney
285,Pirates Of The Caribbean: At World'S End,Pirates Of The Caribbean: At World'S End  Adventure Fantasy Action GoreVerbinski GoreVerbinski
12526,Bug,Bug  Thriller Horror WilliamFriedkin WilliamFriedkin
3432,Mr. Brooks,Mr. Brooks  Drama Crime Thriller Mystery BruceA.Evans BruceA.Evans
1872,Rise: Blood Hunter,Rise: Blood Hunter  Adventure Action Thriller Horror SebastianGutierrez SebastianGutierrez
15568,Gracie,Gracie  Drama DavisGuggenheim DavisGuggenheim
14208,The Librarian: Return To King Solomon'S Mines,The Librarian: Return To King Solomon'S Mines TheLibrarianCollection Adventure Fantasy Action JonathanFrakes JonathanFrakes
14207,The Librarian: Quest For The Spear,The Librarian: Quest For The Spear TheLibrarianCollection Comedy Adventure Fantasy Romance Drama Action Thriller PeterWinther PeterWinther
24200,Fay Grim,Fay Grim HenryFoolCollection Comedy Thriller HalHartley HalHartley
18902,Zoo,Zoo  Documentary RobinsonDevor RobinsonDevor
5488,"I'M A Cyborg, But That'S Ok","I'M A Cyborg, But That'S Ok  Comedy Romance Drama  "
15860,Dragon Tiger Gate,Dragon Tiger Gate  Action Thriller WilsonYip WilsonYip
8748,Eagle Vs Shark,Eagle Vs Shark  Comedy Romance TaikaWaititi TaikaWaititi
3489,88 Minutes,88 Minutes  Crime Thriller Mystery JonAvnet JonAvnet
10063,The Breed,The Breed  Comedy Thriller Horror NicholasMastandrea NicholasMastandrea
12225,Cashback,Cashback  Comedy Romance Drama SeanEllis SeanEllis
298,Ocean'S Thirteen,Ocean'S Thirteen  Crime Thriller StevenSoderbergh StevenSoderbergh
10832,Them,Them  Thriller Horror DavidMoreau XavierPalud DavidMoreau XavierPalud
14064,Ten Canoes,Ten Canoes  Comedy Adventure Drama PeterDjigirr PeterDjigirr
13742,Satan,Satan  Comedy Thriller Horror KimChapiron KimChapiron
2241,Sun Alley,Sun Alley  Comedy LeanderHaußmann LeanderHaußmann
39465,Godzilla Vs. Mothra,Godzilla Vs. Mothra Godzilla(Heisei)Collection Adventure Fantasy Action Science Fiction TakaoOkawara TakaoOkawara
12561,Godzilla Vs. Destoroyah,Godzilla Vs. Destoroyah Godzilla(Heisei)Collection Adventure Action Horror Science Fiction TakaoOkawara TakaoOkawara
36679,Godzilla Vs. King Ghidorah,Godzilla Vs. King Ghidorah Godzilla(Heisei)Collection Adventure Fantasy Drama Action Horror Science Fiction KazukiOmori KazukiOmori
18206,Alone With Her,Alone With Her  Romance Drama Crime Thriller EricNicholas EricNicholas
1691,Hostel: Part Ii,Hostel: Part Ii HostelCollection Horror EliRoth EliRoth
1990,Paranoid Park,Paranoid Park  Drama Crime Mystery GusVanSant GusVanSant
22049,Starcrash,Starcrash StarCrashCollection Fantasy Science Fiction LuigiCozzi LuigiCozzi
9408,Surf'S Up,Surf'S Up  Animation Comedy Family ChrisBuck AshBrannon ChrisBuck AshBrannon
1979,Fantastic 4: Rise Of The Silver Surfer,Fantastic 4: Rise Of The Silver Surfer FantasticFourCollection Adventure Fantasy Action Thriller TimStory TimStory
14043,Nancy Drew,Nancy Drew  Family Adventure Action Crime Thriller Mystery AndrewFleming AndrewFleming
10288,Fido,Fido  Comedy Romance Drama Horror AndrewCurrie AndrewCurrie
1991,Death Proof,Death Proof GrindhouseCollection Action Thriller QuentinTarantino QuentinTarantino
9952,Rescue Dawn,Rescue Dawn  Adventure Drama War WernerHerzog WernerHerzog
17035,The Moguls,The Moguls  Comedy MichaelTraeger MichaelTraeger
17320,The Tv Set,The Tv Set  Comedy JakeKasdan JakeKasdan
21427,The Valet,The Valet  Comedy FrancisVeber FrancisVeber
9724,The Mistress Of Spices,The Mistress Of Spices  Romance Drama GurinderChadha PaulMayedaBerges GurinderChadha PaulMayedaBerges
1294,Four Minutes,Four Minutes  Drama Music ChrisKraus ChrisKraus
12543,Breaking News,Breaking News  Comedy Drama Action Thriller JohnnieTo JohnnieTo
13120,In Search Of A Midnight Kiss,In Search Of A Midnight Kiss  Comedy Romance Drama AlexHoldridge AlexHoldridge
13807,Exiled,Exiled  Action Crime Thriller JohnnieTo JohnnieTo
11211,Bring It On: All Or Nothing,Bring It On: All Or Nothing BringItOnCollection Comedy SteveRash SteveRash
9815,Goal! Ii: Living The Dream,Goal! Ii: Living The Dream Goal!Collection Drama JaumeCollet-Serra JaumeCollet-Serra
12695,Still Smokin,Still Smokin Cheech&ChongCollection Comedy TommyChong TommyChong
49870,The Power Of Nightmares,The Power Of Nightmares  Documentary AdamCurtis AdamCurtis
2359,Sicko,Sicko  Documentary MichaelMoore MichaelMoore
442,Popular Music,Popular Music  Comedy Drama RezaBagher RezaBagher
1988,A Mighty Heart,A Mighty Heart  Drama Thriller MichaelWinterbottom MichaelWinterbottom
3021,1408,1408  Thriller Horror MikaelHåfström MikaelHåfström
19606,High Road To China,High Road To China  Adventure Drama History BrianG.Hutton BrianG.Hutton
1571,Live Free Or Die Hard,Live Free Or Die Hard DieHardCollection Action Thriller LenWiseman LenWiseman
2959,License To Wed,License To Wed  Comedy KenKwapis KenKwapis
6022,Evening,Evening  Romance Drama LajosKoltai LajosKoltai
2698,Evan Almighty,Evan Almighty AlmightyCollection Comedy Family Fantasy TomShadyac TomShadyac
1858,Transformers,Transformers TransformersCollection Adventure Action Science Fiction MichaelBay MichaelBay
14125,Captivity,Captivity  Crime Thriller Horror RolandJoffé RolandJoffé
675,Harry Potter And The Order Of The Phoenix,Harry Potter And The Order Of The Phoenix HarryPotterCollection Family Adventure Fantasy Mystery DavidYates DavidYates
3563,I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry  Comedy Romance DennisDugan DennisDugan
31652,The Mean Season,The Mean Season  Thriller Mystery PhillipBorsos PhillipBorsos
18763,Heart Of The Dragon,Heart Of The Dragon  Comedy Drama Action Crime Thriller SammoHung SammoHung
13491,Arn: The Knight Templar,Arn: The Knight Templar  Adventure Romance Drama Action PeterFlinth PeterFlinth
11404,Driving Lessons,Driving Lessons  Comedy Drama JeremyBrock JeremyBrock
16083,First Snow,First Snow  Drama Thriller MarkFergus MarkFergus
27683,The Last Time,The Last Time  Romance Drama MichaelCaleo MichaelCaleo
13402,Re-Cycle,Re-Cycle  Fantasy Thriller Horror Mystery OxidePangChun DannyPang OxidePangChun DannyPang
4688,Across The Universe,Across The Universe  Adventure Romance Drama Music JulieTaymor JulieTaymor
13337,Broken English,Broken English  Comedy Romance Drama ZoeR.Cassavetes ZoeR.Cassavetes
27359,Brand Upon The Brain! A Remembrance In 12 Chapters,Brand Upon The Brain! A Remembrance In 12 Chapters  Fantasy Drama GuyMaddin GuyMaddin
10857,When The Wind Blows,When The Wind Blows  Animation Comedy Drama War JimmyT.Murakami JimmyT.Murakami
18632,A Dog'S Breakfast,A Dog'S Breakfast  Comedy DavidHewlett DavidHewlett
10074,Hot Rod,Hot Rod  Comedy Action AkivaSchaffer AkivaSchaffer
2270,Stardust,Stardust  Family Adventure Fantasy Romance MatthewVaughn MatthewVaughn
15581,Who'S Your Caddy?,Who'S Your Caddy?  Comedy DonMichaelPaul DonMichaelPaul
14219,Skinwalkers,Skinwalkers  Fantasy Action Horror JamesIsaac JamesIsaac
35,The Simpsons Movie,The Simpsons Movie  Animation Comedy Family DavidSilverman DavidSilverman
5857,I Know Who Killed Me,I Know Who Killed Me  Crime Thriller Horror Mystery ChrisSivertson ChrisSivertson
3638,No Reservations,No Reservations  Comedy ScottHicks ScottHicks
8669,Charlie Bartlett,Charlie Bartlett  Comedy Drama JonPoll JonPoll
2503,The Bourne Ultimatum,The Bourne Ultimatum TheBourneCollection Drama Action Thriller Mystery PaulGreengrass PaulGreengrass
14123,Bratz,Bratz  Comedy  
4516,My Best Friend,My Best Friend  Comedy PatriceLeconte PatriceLeconte
8141,You Kill Me,You Kill Me  Comedy Romance Crime Thriller JohnDahl JohnDahl
14217,Reincarnation,Reincarnation  Horror TakashiShimizu TakashiShimizu
24159,12:08 East Of Bucharest,12:08 East Of Bucharest  Comedy Drama CorneliuPorumboiu CorneliuPorumboiu
31601,Teachers,Teachers  Comedy Drama ArthurHiller ArthurHiller
40060,The Manitou,The Manitou  Horror WilliamGirdler WilliamGirdler
5956,Joshua,Joshua  Drama Thriller Horror GeorgeRatliff GeorgeRatliff
6535,Talk To Me,Talk To Me  Drama KasiLemmons KasiLemmons
1127,Princesses,Princesses  Drama  
9847,The Tripper,The Tripper  Horror DavidArquette DavidArquette
1393,The Cave Of The Yellow Dog,The Cave Of The Yellow Dog  Drama Documentary ByambasurenDavaa ByambasurenDavaa
12455,The Young Lieutenant,The Young Lieutet  Drama Crime XavierBeauvois XavierBeauvois
13074,Resurrecting The Champ,Resurrecting The Champ  Drama RodLurie RodLurie
17350,The Brice Man,The Brice Man BriceCollection Comedy JamesHuth JamesHuth
21494,Moliere,Moliere  Comedy Romance Drama LaurentTirard LaurentTirard
5174,Rush Hour 3,Rush Hour 3 RushHourCollection Comedy Action Crime Thriller BrettRatner BrettRatner
9703,The Last Legion,The Last Legion  Adventure Fantasy Action War DougLefler DougLefler
3542,Lady Chatterley,Lady Chatterley  Romance Drama PascaleFerran PascaleFerran
9750,Balls Of Fury,Balls Of Fury  Comedy Crime BenGarant BenGarant
10760,Sydney White,Sydney White  Comedy JoeNussbaum JoeNussbaum
4349,The Kingdom,The Kingdom  Drama Action Thriller PeterBerg PeterBerg
14223,Wind Chill,Wind Chill  Drama Thriller Horror GregoryJacobs GregoryJacobs
13068,Rocket Science,Rocket Science  Comedy Drama JeffreyBlitz JeffreyBlitz
14144,Daddy Day Camp,Daddy Day Camp DaddyDayCampCollection Comedy Family FredSavage FredSavage
4858,The Invasion,The Invasion  Thriller Science Fiction OliverHirschbiegel OliverHirschbiegel
15156,Illegal Tender,Illegal Tender  Drama Action Crime Thriller Franc.Reyes Franc.Reyes
12435,The Nanny Diaries,The Nanny Diaries  Comedy Romance Drama ShariSpringerBerman RobertPulcini ShariSpringerBerman RobertPulcini
14877,September Dawn,September Dawn  Romance Drama Action History Western ChristopherCain ChristopherCain
2082,Halloween,Halloween Halloween(RobZombieSeries)Collection Horror RobZombie RobZombie
11835,Death Sentence,Death Sentence  Drama Action Crime Thriller JamesWan JamesWan
1845,2 Days In Paris,2 Days In Paris 2DaysIn...Collection Comedy Romance JulieDelpy JulieDelpy
6609,Keoma,Keoma  Action Western EnzoG.Castellari EnzoG.Castellari
13958,The King Of Kong,The King Of Kong  Documentary SethGordon SethGordon
2335,Taxi 4,Taxi 4 TaxiCollection Comedy Action GérardKrawczyk GérardKrawczyk
10961,Behind The Mask: The Rise Of Leslie Vernon,Behind The Mask: The Rise Of Leslie Vernon  Comedy Thriller Horror ScottGlosserman ScottGlosserman
10071,The Brothers Solomon,The Brothers Solomon  Comedy BobOdenkirk BobOdenkirk
4351,Bordertown,Bordertown  Drama Crime Mystery GregoryNava GregoryNava
12994,The Nines,The Nines  Fantasy Drama Thriller Science Fiction Mystery JohnAugust JohnAugust
2882,Hunting And Gathering,Hunting And Gathering  Romance Drama ClaudeBerri ClaudeBerri
13501,The Good Night,The Good Night  Comedy Fantasy Romance Drama Music JakePaltrow JakePaltrow
1992,Planet Terror,Planet Terror GrindhouseCollection Action Thriller Horror RobertRodriguez RobertRodriguez
5176,3:10 To Yuma,3:10 To Yuma  Western JamesMangold JamesMangold
4141,Shoot 'Em Up,Shoot 'Em Up  Comedy Action Crime Thriller MichaelDavis MichaelDavis
13173,The Ten,The Ten  Comedy DavidWain DavidWain
14348,An Evening With Kevin Smith,An Evening With Kevin Smith KevinSmith:SilentBobSpeaks! Comedy Documentary J.M.Kenny J.M.Kenny
19583,Fierce People,Fierce People  Drama GriffinDunne GriffinDunne
4347,Atonement,Atonement  Romance Drama JoeWright JoeWright
13529,Daft Punk'S Electroma,Daft Punk'S Electroma  Science Fiction ThomasBangalter ThomasBangalter
13241,My Winnipeg,My Winnipeg  Comedy Drama History Documentary GuyMaddin GuyMaddin
523,Requiem,Requiem  Drama Horror Hans-ChristianSchmid Hans-ChristianSchmid
2009,"4 Months, 3 Weeks And 2 Days","4 Months, 3 Weeks And 2 Days  Drama CristianMungiu CristianMungiu"
12901,No End In Sight,No End In Sight  Documentary CharlesFerguson CharlesFerguson
13722,Mercenary For Justice,Mercenary For Justice  Action Thriller  
4413,The Brave One,The Brave One  Drama Crime Thriller NeilJordan NeilJordan
6973,In The Valley Of Elah,In The Valley Of Elah  Drama Crime Thriller History Mystery PaulHaggis PaulHaggis
7913,Rang De Basanti,Rang De Basanti  Drama RakeyshOmprakashMehra RakeyshOmprakashMehra
15019,I Could Never Be Your Woman,I Could Never Be Your Woman  Comedy Romance Drama AmyHeckerling AmyHeckerling
4629,December Boys,December Boys  Romance Drama RodHardy RodHardy
15361,Shanghai Kiss,Shanghai Kiss  Comedy Romance Drama KernKonwiser DavidRen KernKonwiser DavidRen
5353,The Hunting Party,The Hunting Party  Adventure Drama Action Thriller RichardShepard RichardShepard
2252,Eastern Promises,Eastern Promises  Crime Thriller Mystery DavidCronenberg DavidCronenberg
13072,Brooklyn Rules,Brooklyn Rules  Drama Action Thriller MichaelCorrente MichaelCorrente
42170,Vengeance Is Mine,Vengeance Is Mine  Drama Crime ShôheiImamura ShôheiImamura
13754,Tekkonkinkreet,Tekkonkinkreet  Animation Adventure Action MichaelArias MichaelArias
14284,In The Shadow Of The Moon,In The Shadow Of The Moon  Documentary DavidSington DavidSington
6641,Love And Other Disasters,Love And Other Disasters  Comedy Romance AlekKeshishian AlekKeshishian
15071,The Contractor,The Contractor  Adventure Drama Action Thriller JosefRusnak JosefRusnak
8414,Interview,Interview  Drama SteveBuscemi SteveBuscemi
10425,The Death And Life Of Bobby Z,The Death And Life Of Bobby Z  Drama Action Crime Thriller JohnHerzfeld JohnHerzfeld
7737,Resident Evil: Extinction,Resident Evil: Extinction ResidentEvilCollection Action Horror Science Fiction RussellMulcahy RussellMulcahy
13257,Mr. Woodcock,Mr. Woodcock  Comedy Romance CraigGillespie CraigGillespie
10030,Good Luck Chuck,Good Luck Chuck  Comedy MarkHelfrich MarkHelfrich
5915,Into The Wild,Into The Wild  Adventure Drama SeanPenn SeanPenn
13680,The Game Plan,The Game Plan  Comedy Family AndyFickman AndyFickman
4588,"Lust, Caution","Lust, Caution  Romance Drama Action Thriller AngLee AngLee"
14313,Feast Of Love,Feast Of Love  Comedy Romance Drama RobertBenton RobertBenton
2728,Postal,Postal  Comedy Action UweBoll UweBoll
2274,The Seeker: The Dark Is Rising,The Seeker: The Dark Is Rising  Family Adventure Fantasy Drama Thriller DavidL.Cunningham DavidL.Cunningham
9038,The Heartbreak Kid,The Heartbreak Kid  Comedy PeterFarrelly BobbyFarrelly PeterFarrelly BobbyFarrelly
7211,Dan In Real Life,Dan In Real Life  Comedy Romance Drama PeterHedges PeterHedges
4538,The Darjeeling Limited,The Darjeeling Limited  Comedy Adventure Drama WesAnderson WesAnderson
2001,We Own The Night,We Own The Night  Drama Crime Thriller JamesGray JamesGray
4517,Elizabeth: The Golden Age,Elizabeth: The Golden Age ElizabethCollection Romance Drama History ShekharKapur ShekharKapur
4566,Michael Clayton,Michael Clayton  Drama Crime Mystery TonyGilroy TonyGilroy
4520,Sleuth,Sleuth SleuthCollection Drama Thriller KennethBranagh KennethBranagh
6615,Lars And The Real Girl,Lars And The Real Girl  Comedy Romance Drama CraigGillespie CraigGillespie
4513,30 Days Of Night,30 Days Of Night  Thriller Horror DavidSlade DavidSlade
5125,Rendition,Rendition  Drama Thriller GavinHood GavinHood
3877,Things We Lost In The Fire,Things We Lost In The Fire  Drama SusanneBier SusanneBier
8954,Reservation Road,Reservation Road  Drama Crime Thriller TerryGeorge TerryGeorge
4771,Gone Baby Gone,Gone Baby Gone  Drama Crime Mystery BenAffleck BenAffleck
10759,The Comebacks,The Comebacks  Comedy TomBrady TomBrady
14251,Weirdsville,Weirdsville  Comedy Drama Action AllanMoyle AllanMoyle
14848,The Dog Problem,The Dog Problem  Comedy Romance ScottCaan ScottCaan
